,video_id,signer_id,duration,split,label_type,label,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,SignBank Reference ID
14433,eW0uFnBgo08qTwtgJPpW,49,2014,train,freetext,apply,,,,,,,,,,,,,,,,,,
38748,S7QGiRokiTfXDO6kn354,36,1762,test,freetext,casual,,,,,,,,,,,,,,,,,,
44365,Y6PydA4IayB1h2cgtE6d,7,2239,train,asllex,clothes,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Curved,1,Body,Torso Top,Body Away,1,5,1,91
51174,jX3WJogAPcCh711Al7Yx,57,1144,test,asllex,safe,s,imrp,Fully Closed,0,,0,Closed,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,s,1,562
57139,TAu43BifIq5TGakZFjIQ,36,2118,test,asllex,oldest,o,imrp,Curved,1,0,0,Open,1,One Handed,Curved,0,Head,Chin,Head Away,1,,0,1547
42005,UqzwYiTrRHc4j6nE019n,7,2252,train,asllex,alcohol,flat_horns,ip,Flat,0,,,Closed,0,Dominance Violation,Straight,1,Hand,Finger Radial,,1,Dominance Condition Violation,0,3186
81728,Dx5mvSWygGsd0nPlfH72,54,4145,train,freetext,miami,,,,,,,,,,,,,,,,,,
39846,vnze3C6Gx8t0gI0Zea4I,17,3354,train,freetext,cow,,,,,,,,,,,,,,,,,,
91081,xhUtYnERlOF2MGviRZc4,35,1552,train,freetext,yoga,,,,,,,,,,,,,,,,,,
61275,yYSMAJ8vsk6tGoSkppyg,49,1540,train,asllex,mess,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,curved_5,1,1616
54159,qb89wDoH1DxEWO2mP96Y,57,1076,test,asllex,goody_goody,goody_goody,imp,Fully Open,0,0,0,Open,0,One Handed,None,0,Neutral,Neutral,,0,,0,
17911,MziXqKspXMa7BsLWZaEo,38,2891,train,asllex,work,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Same Handshape,Straight,1,Hand,Palm Back,,1,s,0,1450
14930,KhMmtJzmj3BH6ExGKrlk,84,1937,train,asllex,health,curved_5,imrp,Curved,1,1,1,Open,1,Symmetrical Or Alternating,Straight,0,Body,Shoulder,Body Away,1,curved_5,0,765
85285,OlmlVQg44Y0rNmo7hbbL,74,4450,train,freetext,recruit,,,,,,,,,,,,,,,,,,
33365,6pW0G3hEiIxVOSQjPh0f,30,1755,train,asllex,uncle,h,im,Fully Open,,0,,Closed,0,One Handed,Straight,1,Head,Forehead,,0,,0,559
64924,lwmoiDnpMqmrsHE4SYdV,30,1867,train,asllex,run_faucet,4,imrp,Fully Open,0,1,0,Closed,0,One Handed,Straight,1,Neutral,Neutral,Neutral,0,,0,
38023,LKnQ8RFNIctq2aDuMOcZ,84,1376,train,asllex,house,flat_b,imrp,Flat,1,0,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,flat_b,0,486
4681,vuoEApG9ZXJGXeuw4ilU,62,1183,train,signbank,2317,,,,,,,,,,,,,,,,,,
26177,vz0IuNTZkQ9Y8Qubx2ja,49,1433,train,asllex,birth,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,0,Hand,Hand Away,Hand Away,0,open_b,1,2125
17320,J7qbo8KjlNFt980Gxtrd,60,1078,val,asllex,things,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Z-shaped,0,Neutral,Neutral,Neutral,0,,0,1210
40025,e2mL6dZT0V7foR9QawBh,49,1053,train,asllex,snorkel,l,i,Fully Open,0,,,Open,0,One Handed,Straight,1,Head,Mouth,,1,,0,
86870,yBG9pGNXEgYRLGEv2JVh,8,1675,train,freetext,sleeping,,,,,,,,,,,,,,,,,,
34627,15CMDAsTzDpq1XyZYYqA,49,2039,train,asllex,believe,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Forehead,,1,,0,1963
19266,SqAhG2wGP9wPvWeN1jdD,7,2128,train,asllex,talk,4,imrp,Fully Open,0,1,0,Closed,0,One Handed,Straight,1,Head,Chin,,1,,0,289
84533,aB6zsLyBp5AExA8hB9e9,48,1513,test,freetext,podcast,,,,,,,,,,,,,,,,,,
2673,PF6jzHtSwV7dZMP1yhTu,35,1434,train,asllex,music,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Arm,Arm Away,Arm Away,0,,0,1584
47278,YQREWSkJ4nn3PLQ82Tt8,38,2878,train,asllex,tan,baby_o,i,Bent,0,,,Open,1,One Handed,Straight,0,Head,Cheek Nose,Chin,1,,0,
59122,hoi2JLtp8dqIUliWvFZZ,88,3306,train,asllex,lead,a,t,,,,,Open,,Asymmetrical Different Handshape,Straight,1,Hand,Finger Tip,,1,B,0,683
2801,7obtdEVoIfcirOwSYTqG,88,2326,val,asllex,music,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Arm,Arm Away,Arm Away,0,,0,1584
63843,UNetUUha0Z8ndh9klo7x,84,1340,train,asllex,timeout,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Straight,1,Hand,Finger Tip,,1,open_b,0,1881
22717,vdHxwkj2hBLHBitK0h4y,84,2316,train,asllex,chat,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,open_b,1,73
6085,qqQgMKPK0RaTZT8lGAdI,35,1546,train,asllex,math,flat_m,imrp,Flat,0,0,0,Closed,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,flat_m,0,2163
4994,6PlSA0tIjL4ZK2inIzDt,39,1857,train,signbank,2463,,,,,,,,,,,,,,,,,,
82839,DsopJh8Aj9rrkIJoSfrl,84,3307,train,freetext,not_all_there,,,,,,,,,,,,,,,,,,
1697,IcBRjizW9RplfJnl8l6k,57,1595,test,signbank,705,,,,,,,,,,,,,,,,,,
84685,zm5WB4sY99wf5YmPZREB,42,2069,train,freetext,pour_in,,,,,,,,,,,,,,,,,,
1837,oTvsufO0spcrwiqv7U4r,61,1239,test,asllex,milk,s,imrp,Fully Closed,1,,0,Open,1,One Handed,None,1,Neutral,Neutral,,0,,0,506
59764,pwamvN35uenHmRLKQyc3,57,890,test,asllex,qm,1,i,Fully Open,1,,,Closed,0,One Handed,None,1,Neutral,Neutral,,0,,0,529
34125,XEkrTT8mdVtAo3dUxEOV,88,1819,train,asllex,confident,curved_5,imrp,Curved,1,1,1,Open,1,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,curved_5,0,2544
56088,5zbigIPzKhhAzHXHX1wi,59,2317,train,freetext,excel,,,,,,,,,,,,,,,,,,
12478,glTq0tDsquHqvkwLOJmx,38,2945,train,asllex,hospital,h,im,Fully Open,0,0,0,Closed,0,One Handed,X-shaped,0,Arm,Upper Arm,Upper Arm,1,,0,1759
82654,olEt2N38oY09KxgHFp6l,39,2494,train,freetext,no_more,,,,,,,,,,,,,,,,,,
17524,EWuaigeFJ7c9zc8WdJPO,11,1460,train,asllex,problem_2,bent_v,im,Bent,0,1,0,Closed,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,bent_v,0,935
83539,BUBNroCZ3MqCCXdViOpp,7,1993,train,freetext,on_off,,,,,,,,,,,,,,,,,,
43980,7TdcTgYWh8XnYgPnjXec,49,1731,train,asllex,clean,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,1,Hand,Palm,Hand Away,1,open_b,0,431
67489,5qSBbswQdY79hlEpEMLu,52,2323,train,freetext,gnat,,,,,,,,,,,,,,,,,,
45055,kxjgjaD5CU9SJEnEuETO,84,1287,train,asllex,to_a_goal,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Forehead,,1,,0,854
31288,J0jkvlRDGD1UUXlIK316,53,1487,test,asllex,smile,flat_1,i,Flat,0,,,Closed,0,Symmetrical Or Alternating,Curved,0,Head,Mouth,Head Away,1,flat_1,1,1078
61798,BdDXk90M4B9UYg1B8Xdt,17,2179,train,asllex,kiss_fist,s,imrp,Fully Closed,0,,0,Closed,1,One Handed,Straight,0,Head,Mouth,Head Away,1,,0,166
13250,q4Azcqb1w7b64RJiQ9rU,46,2229,train,asllex,dream,1,i,Fully Open,1,,,Closed,0,One Handed,Straight,1,Head,Forehead,Head Away,0,,0,578
18431,9SnDMJBOlHeakUAbmtE6,14,2943,train,asllex,fall_1,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,Straight,1,Arm,Forearm Ulnar,Arm Away,1,,0,451
10182,bEyNxMjaeK8wTZXUdidP,46,3426,train,asllex,serious,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Chin,,1,,1,2014
4295,mpFsDa0XCgmUsxuLuZip,84,1486,train,signbank,2169,,,,,,,,,,,,,,,,,,
26990,MnTXpA2sGpR3OEgyvao9,42,2299,train,freetext,break,,,,,,,,,,,,,,,,,,
62315,lkEVRslOgyCBRa5YseTN,57,1916,test,freetext,full,,,,,,,,,,,,,,,,,,
4122,DAZ4VSftwEi9prcQHzql,35,1260,train,asllex,water,w,p,Curved,0,,,Open,1,One Handed,Straight,1,Head,Chin,,1,,0,1414
7588,aUNzQ0oT03vzuZl9ChqM,35,1589,train,asllex,building,flat_h,im,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,flat_h,0,58
23315,K0VNac13MILEYN3mLFm4,61,2354,test,asllex,two,v,im,Fully Open,0,1,0,Closed,0,One Handed,Straight,0,Neutral,Neutral,,0,,0,1336
27717,Lzq4CJGEA2SSL6ZscsJf,61,1984,test,asllex,pain,flat_1,i,Flat,0,,,Closed,0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,flat_1,1,489
14651,Ap0J7ISnw7zqEtMPANUL,54,3448,train,freetext,auditorium,,,,,,,,,,,,,,,,,,
6433,vd2TXZ666bRUHGkRdtQh,23,1915,train,asllex,window,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Straight,1,Hand,Finger Radial,Hand Away,1,open_b,0,322
88374,qONOe5TgVI4LqaYxGRWa,49,1470,train,freetext,tape,,,,,,,,,,,,,,,,,,
84309,VduLNU2CE2DwYs7xuzv5,39,5596,train,freetext,piece,,,,,,,,,,,,,,,,,,
35467,O9TRiGBbwTkLSW4lUAeI,62,1111,train,asllex,how,c,imrp,Curved,0,0,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,c,1,487
13687,7eEK9xBBZtrYBYNTzBLJ,62,1252,train,asllex,sad,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Straight,0,Head,Head Away,Head Away,0,5,0,245
43468,alMJiyPDXXvjd0x5SqXm,11,1385,train,asllex,outside,flatspread_5,imrp,Flat,1,1,1,Open,1,One Handed,Straight,1,Neutral,Neutral,Neutral,0,,0,209
30394,1A0HFndDQj1IoLpdMT0i,61,1187,test,asllex,old,o,imrp,Curved,1,0,0,Open,1,One Handed,Straight,0,Head,Chin,Head Away,0,,0,202
31026,1hnPJREAKcQKU6VIk1On,39,2763,train,asllex,off_the_point,s,i,Fully Closed,1,,,Open,1,Asymmetrical Different Handshape,Straight,0,Hand,Finger Tip,Hand Away,1,1,0,1550
71935,O7EumU7gBofh5mBbFQMC,84,1792,train,freetext,havent open,,,,,,,,,,,,,,,,,,
45081,Etd8LFCYypwpdrviL2QT,80,1758,train,asllex,break_down,c,imrp,Curved,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,c,0,2036
58452,lzgNVgwVTDY4KUrCmIKg,14,2453,train,asllex,express,s,imrp,Fully Closed,1,,1,Closed,1,Symmetrical Or Alternating,Curved,0,Body,Torso Mid,Body Away,1,s,0,1363
38031,Yw6glJHlaDtEBsOV3ckm,63,1970,val,asllex,house,flat_b,imrp,Flat,1,0,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,flat_b,0,486
80380,ZZkDbb2NbGxyu48aHw9y,38,3338,train,freetext,last night,,,,,,,,,,,,,,,,,,
49196,hcSY2aTFiRfG4J7DGbBw,48,1566,test,asllex,argue,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,1,0,740
490,ZiOlqYLi42iwUv2wUM8F,30,1879,train,asllex,chair,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,1,Hand,Finger Back,,1,Dominance Condition Violation,0,378
3019,afaWzmXeOKR1QPTMAqGo,88,2091,train,asllex,soap,open_b,imrp,Fully Open,1,0,0,Open,0,Asymmetrical Different Handshape,None,1,Hand,Heel,Hand Away,1,B,0,1086
31965,iNaSwISFFS5A8rcejNZ8,62,1656,train,asllex,theater,a,t,,,,,Open,,Symmetrical Or Alternating,Circular,1,Body,Clavicle,Body Away,1,a,0,5
8909,kV0FXOvI1TvMF3ys5Afe,57,1492,test,asllex,learn,flatspread_5,imrp,Flat,1,1,1,Open,0,Asymmetrical Different Handshape,None,0,Hand,Palm,,1,B,0,170
88167,nltbNpf64XbMRWCYT79i,30,1588,train,freetext,swipe,,,,,,,,,,,,,,,,,,
46401,CyAqPtJTicoKTxwutcBP,8,3696,train,asllex,astronaut,r,im,Crossed,0,0,0,Closed,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm,Hand Away,1,B,0,3355
54189,ulmqPOashFxWPNlxU9BT,88,2083,train,asllex,kick_1,closed_b,imrp,Fully Open,0,0,0,Closed,0,Asymmetrical Same Handshape,Curved,0,Hand,Hand Away,Finger Ulnar,1,closed_b,0,161
2236,1Hv2CznBPMt0tE2iBvYB,17,1864,train,asllex,street,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,open_b,0,278
83271,V0HSMBJk1SzBRueNbPGw,35,1390,train,freetext,notes,,,,,,,,,,,,,,,,,,
30897,3nl61RMJOe4J05YLUEEF,46,3429,train,asllex,name,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,1,Hand,Finger Radial,,1,Dominance Condition Violation,0,511
33354,KCEZqoz8jpd0j8n7UpMI,85,4162,train,asllex,pool,baby_o,i,Bent,0,,,Open,1,Asymmetrical Different Handshape,Straight,1,Neutral,Neutral,Neutral,0,Dominance Condition Violation,0,3041
8653,g8qab0Z4H1NUvDclF5IS,57,2335,test,asllex,hockey,bent_1,i,Bent,0,,,Closed,0,Asymmetrical Different Handshape,Curved,1,Hand,Palm,Hand Away,1,B,0,1765
40458,SgbAqPmt2sa2g76R2Kgx,57,1246,test,asllex,spontaneous,baby_o,i,Bent,1,,,Open,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,baby_o,1,
10772,elemgDegQq1WgptgrX1Y,36,2271,test,asllex,delicious,8,m,Flat,1,,,Open,1,One Handed,Straight,0,Head,Mouth,Head Away,0,,0,105
524,WO37AuIOmn3Vube08Hai,64,1972,test,signbank,211,,,,,,,,,,,,,,,,,,
61517,KzU6cuCSEvzxN2jMMddo,35,1389,train,freetext,feel_good,,,,,,,,,,,,,,,,,,
54587,X04VTSVKtI7igb9d8xCB,63,1705,train,asllex,deaf_school,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Other,,0,,0,1225
33479,zb5ZhVYQ7tzfi5lu09Hj,57,2008,test,asllex,meet,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,1620
26643,kSSNLqPthJGVmGgf5DIw,84,2813,train,freetext,blackboard,,,,,,,,,,,,,,,,,,
57841,B74inifvdc4uReYF3pfe,49,1230,train,asllex,poop,a,t,,,,,Open,,Asymmetrical Same Handshape,Straight,0,Hand,Other,Hand Away,1,a,0,916
40058,FJBlDZv3tlHtbyn72HMy,59,1641,train,asllex,serve_1,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,open_b,0,1021
62903,VYhnrDBSzn1m4Xq0CKgl,38,3489,train,asllex,bark_2,flat_b,imrp,Flat,1,0,0,Open,0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,flat_b,0,
5058,fXa6QJv7rwLWu42rvcXC,62,1164,train,signbank,2482,,,,,,,,,,,,,,,,,,
26055,y6ojLlH1DvxZOhQ9vQ6s,31,1442,train,asllex,comb,curved_5,imrp,Curved,0,1,0,Open,0,One Handed,Straight,1,Head,Head Away,Head Away,0,,0,385
86879,fjGLvElCfS71I2vsj3dN,31,1872,train,freetext,sleepy,,,,,,,,,,,,,,,,,,
49455,M91i7Y0nhvLLAQCJSTn5,84,1882,train,asllex,wrap_up,baby_o,i,Bent,0,,,Open,1,Symmetrical Or Alternating,Other,1,Neutral,Neutral,Neutral,0,baby_o,1,
52578,iGeUIvoj0ztZqPqxoMvI,59,3683,train,asllex,lift_1,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,open_b,0,1649
12583,kRbY5XUeiXxmrXh5AJ2V,52,4150,train,asllex,win,o,imrp,Curved,1,0,0,Open,1,Asymmetrical Same Handshape,Curved,0,Hand,Finger Radial,Hand Away,1,o,1,1438
60747,MK6mV9Hvhb5u10jSLHn0,49,2109,train,asllex,same_same,y,p,Fully Open,0,,,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,y,0,
22272,tz91FBE88gZw509dzalf,64,2709,test,asllex,eyes,1,i,Fully Open,0,,,Closed,0,One Handed,Curved,0,Head,Eye,Eye,1,,0,1374
10128,9NsuPAJkQtPmw39xqWhz,85,3452,val,asllex,serious,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Chin,,1,,1,2014
34213,5MJXtpskxBmTilWmSSrE,54,2241,train,asllex,deny,a,t,,,,,Open,,Symmetrical Or Alternating,Straight,1,Head,Under Chin,Head Away,1,a,0,2737
55686,mbpmWaWfWYeET1gZA3ws,8,1974,train,freetext,earn_money,,,,,,,,,,,,,,,,,,
19736,NwLPqAIXWSBUV7XZ08T3,11,1754,val,asllex,baby,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,open_b,0,407
572,PEqD0mmQqavK7XsXaxqU,46,2827,val,signbank,257,,,,,,,,,,,,,,,,,,
31311,dz1sGgMUL7IO9uvahg2F,57,1270,test,asllex,cake,curved_5,imrp,Curved,0,1,0,Open,0,Asymmetrical Different Handshape,Straight,0,Hand,Palm,Hand Away,1,B,0,62
17297,2CImQKuvaBbgnPh3mjkE,46,3153,train,asllex,things,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Z-shaped,0,Neutral,Neutral,Neutral,0,,0,1210
38250,pVKEE04LvL9HvuDc3D92,7,2310,train,asllex,hurt,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,1,0,489
59512,0W9I5XCRkt6hkvPUVMnz,39,2537,train,asllex,look_back,v,im,Fully Open,0,1,0,Closed,0,One Handed,Curved,0,Head,Eye,Head Away,1,,0,1638
86083,6F4cA1Sfeb7H090qts5E,62,1452,train,freetext,scuba,,,,,,,,,,,,,,,,,,
71873,GpToMIVnUsf1JkuJGjiH,61,1120,test,freetext,harm,,,,,,,,,,,,,,,,,,
82715,iXD5KYAL1J1PNRCt3pXN,30,1876,train,freetext,nod,,,,,,,,,,,,,,,,,,
58090,uv3MLFtFriZWYMpkAZsu,39,3281,train,asllex,struggle,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,1,0,1135
62921,oGCyLGF0B2wX9RGByugg,43,3606,train,asllex,skateboarding_2,curved_v,im,Curved,0,1,0,Closed,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,curved_v,0,
2110,v9Y9quWf4lEJyR7ll87E,14,1762,train,signbank,809,,,,,,,,,,,,,,,,,,
8292,dS86IC71Dnxm6Hr7r46U,49,768,train,asllex,favorite,open_8,m,Flat,0,,,Open,0,One Handed,Straight,1,Head,Chin,,1,,0,225
61476,0BzExvtQuKRKpl2inDFw,31,2071,train,freetext,feather,,,,,,,,,,,,,,,,,,
60457,PieEujBAh8MfdR8yECc0,38,2697,train,asllex,superior,a,t,,,,,Open,,Asymmetrical Same Handshape,Curved,0,Hand,Finger Back,Hand Away,1,a,0,712
48230,J3rPHzmUFGcYPjkXXrpl,42,2281,train,asllex,one,1,i,Fully Open,0,,,Closed,0,One Handed,Straight,0,Neutral,Neutral,,0,,0,519
81117,wisfAtp2czKfVDdVmzy4,39,2245,train,freetext,lose_weight,,,,,,,,,,,,,,,,,,
55149,jyk92ntMFDD6ls2kyFzU,49,1467,train,asllex,total,flatspread_5,imrp,Flat,1,1,1,Open,1,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,flatspread_5,0,660
86271,Dxl3jXnx83KLImKfwQZ5,54,2704,train,freetext,sense,,,,,,,,,,,,,,,,,,
83270,SN5wvx0rVN7aH3dufROL,48,1111,test,freetext,notes,,,,,,,,,,,,,,,,,,
80413,TWUfYgawzv6CxGWiTaWV,88,2010,train,freetext,laugh,,,,,,,,,,,,,,,,,,
5701,X9Pha3MOXh71LmaK1hvg,50,2451,test,asllex,engineer,y,p,Fully Open,0,,,Open,0,Dominance Violation,None,1,Hand,Finger Tip,,1,Dominance Condition Violation,1,2889
55402,u4yHbPsRPgf9HZXabx2P,31,2002,train,asllex,excited,open_8,m,Flat,0,,,Open,0,Symmetrical Or Alternating,Curved,1,Body,Torso Top,Body Away,1,open_8,0,1344
23938,VLYLGyCuwMHmpi55gtFt,35,1978,train,asllex,steal,v,im,Fully Open,1,1,0,Closed,0,One Handed,Straight,0,Arm,Forearm Ulnar,Arm Away,1,,0,353
86281,6lxeqLs1hYOp6keHTvgC,85,2967,train,freetext,separate,,,,,,,,,,,,,,,,,,
49574,goqrKZwLyIVd3Q5h5ADL,84,2395,train,asllex,limited,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,,0,flat_b,1,1647
54124,V0Te2RxwHKKe6fiI88sp,80,1384,train,asllex,dont_care,flat_o,imrp,Flat,0,0,0,Open,1,One Handed,None,0,Head,Cheek Nose,,1,,0,1270
48245,Nmg4usPm1ioTAmYn4u3d,80,2324,train,asllex,monster,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,curved_5,0,507
51715,YGTzO9fsGMlicz86CEWe,36,1736,test,asllex,wise,bent_1,i,Bent,0,,,Closed,0,One Handed,Straight,1,Head,Head Away,Head Away,0,,0,783
85684,fx0DesZjR2vqxz67rnD2,31,1882,train,freetext,role_model,,,,,,,,,,,,,,,,,,
23150,cHrsjfvPqApgU3rBsNCA,49,2323,train,asllex,thin,i,p,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,i,0,2465
20437,ulYXEcr3gYYbHz8TOkMt,63,1346,train,asllex,family,f,i,Curved,0,,,Open,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,f,1,1379
33722,SmgMNhx0wXwDvg8aoIue,31,2185,train,asllex,alone,1,i,Fully Open,0,,,Closed,0,One Handed,Circular,0,Neutral,Neutral,Neutral,0,,1,2065
54699,78mz0baZoJaM4sEV14YQ,7,2655,train,asllex,structure,s,imrp,Fully Closed,0,,0,Closed,1,Symmetrical Or Alternating,Other,0,Neutral,Neutral,Neutral,1,s,0,1134
31527,pdIXLqWvG8yd0MkNdr3p,8,1415,train,asllex,list,flat_b,imrp,Flat,0,0,0,Open,0,Asymmetrical Different Handshape,Z-shaped,0,Hand,Finger Front,Palm,1,B,0,1644
54837,hFVvtXQOsQmdGRAb0GDN,64,2222,test,asllex,agency,a,t,,,,,Open,,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,a,1,2055
20718,IseCYtZzFuAdnpuRkixQ,84,1310,train,asllex,letter,a,t,,,,,Open,,One Handed,None,0,Head,Mouth,,1,,0,356
9224,lNks0WCHRsNJNmMnASyw,7,2600,train,asllex,body,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Body,Clavicle,Hips,1,open_b,0,788
14294,WbGoRw5TUlGUfvHnIiDR,14,2247,train,asllex,decide_1,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Forehead,,1,,0,1226
10303,zenn54mHnXCIAn1AQb3Y,30,1522,train,asllex,sick,open_8,m,Flat,0,,,Open,0,Symmetrical Or Alternating,Straight,0,Head,Forehead,,1,open_8,0,255
39213,AJA0rkyoXXHx6LPOl9FJ,46,2327,train,asllex,gift,bent_1,i,Bent,0,,,Closed,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,bent_1,0,226
56064,EhsOWrbkubAyRsHiMTEy,85,2838,train,asllex,casual,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Z-shaped,0,Neutral,Neutral,Neutral,0,5,0,1908
5694,drwhqfWRLfwnUHYbuwAE,39,3065,train,asllex,scarf,flat_b,imrp,Flat,0,0,0,Open,0,Symmetry Violation,Other,0,Body,Body Away,Neck,1,Symmetry Violation,1,2266
25162,mwLpbfOdW06j0fdmyfI3,61,779,test,asllex,frustrate,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,Straight,1,Head,Chin,,1,,0,1506
14574,ZwT3qzAsPGvt0hBeFQDQ,84,1297,val,asllex,time,bent_1,i,Bent,0,,,Closed,0,One Handed,Straight,1,Arm,Wrist Back,,1,,0,1233
55532,hooRDa8ztohKroJZZB30,52,2196,train,asllex,improve,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,0,Arm,Forearm Back,Upper Arm,1,,0,1743
2604,Xjc2qKpthmrraoMzsVsK,80,1724,train,signbank,1117,,,,,,,,,,,,,,,,,,
86268,ouqW5P6xtPHspIxcoP2s,48,1363,test,freetext,senior,,,,,,,,,,,,,,,,,,
50248,4mkUrQlFq8L3fN3ScgkU,57,1670,test,asllex,abbreviate,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,0,Hand,Finger Radial,Hand Away,1,Dominance Condition Violation,1,252
6997,lxAmjKsk6KqoVedm4C4X,39,3271,train,asllex,queen,g,i,Flat,0,,,Open,0,One Handed,Curved,0,Body,Clavicle,Hips,1,,0,1494
16604,4wkOS71PJf3phEBaeThZ,84,1840,train,asllex,call_tty,bent_1,i,Bent,0,,,Closed,0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Back,Hand Away,1,1,0,64
8587,pTpUS2NqsPHc7ngpBfqj,62,1780,train,asllex,impossible,y,p,Fully Open,0,,,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,1745
2494,v754QQMV7qf6ZmkA5Gwx,36,1797,test,signbank,1015,,,,,,,,,,,,,,,,,,
16196,Jv1BCDfxa276lHTgwiAJ,49,1562,train,asllex,imagine,i,p,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Circular,1,Head,Head Away,Head Away,0,i,0,1747
46396,n3aapd1Sq7hb4oC40ZDs,7,2511,val,asllex,astronaut,r,im,Crossed,0,0,0,Closed,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm,Hand Away,1,B,0,3355
